Epoch,UTC Time,UK Time,Elapsed Time,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro,x_mag,y_mag,z_mag
1691596827,2023-08-09 16:00:27,2023-08-09 17:00:27,00:13,0.002441,0.015625,1.000977,0.060976,0.182927,0.121951,-99.300003,-50.099998,204.75
1691596828,2023-08-09 16:00:28,2023-08-09 17:00:28,00:13,0.001465,0.016602,1.010742,0.365854,-0.182927,0.243902,-99.449997,-50.700001,203.699997
1691596828,2023-08-09 16:00:28,2023-08-09 17:00:28,00:13,0.007324,0.0,1.004395,-0.365854,-0.243902,0.121951,-99.599998,-49.799999,203.25
1691596828,2023-08-09 16:00:28,2023-08-09 17:00:28,00:14,-0.011719,-0.001953,1.006348,-0.121951,-0.243902,0.060976,-101.400002,-51.900002,204.149994
1691596829,2023-08-09 16:00:29,2023-08-09 17:00:29,00:14,0.007812,-0.002441,1.00293,-0.609756,-0.121951,-0.121951,-99.449997,-49.5,205.199997
1691596829,2023-08-09 16:00:29,2023-08-09 17:00:29,00:14,0.001465,0.01416,1.005859,0.0,0.121951,-0.182927,-100.050003,-49.349998,205.050003
1691596829,2023-08-09 16:00:29,2023-08-09 17:00:29,00:15,0.003906,0.011719,1.005371,0.243902,-0.121951,0.060976,-99.599998,-49.799999,203.550003
1691596829,2023-08-09 16:00:29,2023-08-09 17:00:29,00:15,-0.008301,0.006348,0.994141,0.0,0.121951,0.304878,-99.599998,-51.299999,204.75
1691596830,2023-08-09 16:00:30,2023-08-09 17:00:30,00:15,0.006836,0.007324,0.998047,-0.182927,-0.487805,-0.060976,-99.900002,-49.200001,205.649994
1691596830,2023-08-09 16:00:30,2023-08-09 17:00:30,00:15,0.003418,0.009766,1.001465,-0.121951,-0.060976,0.121951,-100.050003,-50.549999,203.550003
1691596830,2023-08-09 16:00:30,2023-08-09 17:00:30,00:16,-0.008301,0.015137,0.998535,0.121951,0.0,-0.182927,-99.449997,-49.5,204.149994
1691596831,2023-08-09 16:00:31,2023-08-09 17:00:31,00:16,-0.003906,0.0,1.010742,-0.182927,-0.304878,0.121951,-99.300003,-51.0,204.300003
1691596831,2023-08-09 16:00:31,2023-08-09 17:00:31,00:16,0.001465,0.001465,1.0,-0.182927,0.121951,0.0,-100.050003,-51.299999,204.75
1691596831,2023-08-09 16:00:31,2023-08-09 17:00:31,00:17,-0.000488,0.01709,1.0,0.182927,-0.121951,-0.182927,-100.050003,-51.0,203.550003
1691596832,2023-08-09 16:00:32,2023-08-09 17:00:32,00:17,0.005859,0.005371,1.012695,-0.060976,-0.426829,0.0,-100.650002,-49.950001,204.149994
1691596832,2023-08-09 16:00:32,2023-08-09 17:00:32,00:17,-0.006348,-0.002441,0.998535,-0.060976,-0.121951,-0.182927,-99.900002,-50.400002,205.199997
1691596832,2023-08-09 16:00:32,2023-08-09 17:00:32,00:18,-0.007812,0.005371,1.005859,0.243902,-0.487805,0.060976,-100.050003,-50.549999,205.5
1691596832,2023-08-09 16:00:32,2023-08-09 17:00:32,00:18,0.01709,0.010742,0.998047,-0.243902,-0.243902,-0.243902,-98.849998,-51.299999,205.050003
1691596833,2023-08-09 16:00:33,2023-08-09 17:00:33,00:18,0.006348,0.008301,1.006836,-0.182927,0.060976,0.060976,-99.449997,-50.400002,204.449997
1691596833,2023-08-09 16:00:33,2023-08-09 17:00:33,00:19,0.000977,0.008789,0.991699,-0.792683,-0.426829,-0.060976,-99.599998,-49.349998,204.75
1691596833,2023-08-09 16:00:33,2023-08-09 17:00:33,00:19,-0.009766,0.005859,1.007324,-0.365854,-0.060976,0.426829,-99.599998,-51.0,204.300003
1691596834,2023-08-09 16:00:34,2023-08-09 17:00:34,00:19,0.003906,0.004395,0.999023,-0.243902,-0.426829,0.0,-100.349998,-50.549999,205.5
1691596834,2023-08-09 16:00:34,2023-08-09 17:00:34,00:19,-0.001953,0.015137,1.007812,-0.182927,0.0,0.0,-99.449997,-49.5,204.899994
1691596834,2023-08-09 16:00:34,2023-08-09 17:00:34,00:20,0.002441,0.012207,0.998535,-0.304878,-0.182927,0.304878,-99.900002,-49.5,204.149994
1691596835,2023-08-09 16:00:35,2023-08-09 17:00:35,00:20,-0.009277,-0.000977,1.000977,0.0,-0.304878,0.304878,-99.900002,-50.700001,204.449997
1691596835,2023-08-09 16:00:35,2023-08-09 17:00:35,00:20,0.0,0.003906,1.009766,-0.243902,-0.304878,0.0,-99.0,-51.150002,205.199997
1691596835,2023-08-09 16:00:35,2023-08-09 17:00:35,00:21,-0.000488,0.005371,0.99707,0.182927,-0.121951,0.304878,-99.900002,-53.099998,204.899994
1691596835,2023-08-09 16:00:35,2023-08-09 17:00:35,00:21,0.006836,0.019531,1.005371,-0.182927,-0.365854,0.0,-100.949997,-51.150002,204.899994
1691596836,2023-08-09 16:00:36,2023-08-09 17:00:36,00:21,-0.009277,-0.001953,0.996582,-0.121951,0.060976,0.060976,-99.900002,-50.700001,205.649994
1691596836,2023-08-09 16:00:36,2023-08-09 17:00:36,00:22,-0.01123,0.007324,1.0,0.0,-0.121951,-0.060976,-99.900002,-50.400002,205.199997
1691596836,2023-08-09 16:00:36,2023-08-09 17:00:36,00:22,0.00293,-0.003906,1.00293,-0.121951,-0.060976,0.243902,-100.050003,-51.0,205.050003
1691596837,2023-08-09 16:00:37,2023-08-09 17:00:37,00:22,0.000488,0.004395,1.002441,0.0,-0.426829,0.182927,-100.050003,-49.799999,204.75
1691596837,2023-08-09 16:00:37,2023-08-09 17:00:37,00:23,0.015625,0.012207,1.020508,0.182927,0.0,-0.121951,-100.349998,-48.900002,205.050003
1691596837,2023-08-09 16:00:37,2023-08-09 17:00:37,00:23,0.005859,0.003906,1.003906,-0.243902,-0.121951,0.243902,-99.0,-50.400002,204.899994
1691596838,2023-08-09 16:00:38,2023-08-09 17:00:38,00:23,0.001953,0.005859,1.001465,0.182927,-0.121951,0.304878,-99.300003,-50.099998,204.0
1691596838,2023-08-09 16:00:38,2023-08-09 17:00:38,00:24,0.008301,0.000977,1.01123,0.060976,-0.304878,-0.121951,-99.599998,-49.799999,205.800003
1691596838,2023-08-09 16:00:38,2023-08-09 17:00:38,00:24,0.001953,0.004883,0.994629,-0.243902,0.182927,0.182927,-99.449997,-49.950001,204.899994
1691596839,2023-08-09 16:00:39,2023-08-09 17:00:39,00:24,0.009277,0.006836,1.005371,-0.121951,-0.365854,0.365854,-99.599998,-49.349998,205.800003
1691596839,2023-08-09 16:00:39,2023-08-09 17:00:39,00:24,-0.000488,0.000488,1.003418,-0.121951,-0.060976,0.121951,-99.599998,-50.099998,204.300003
1691596839,2023-08-09 16:00:39,2023-08-09 17:00:39,00:25,-0.002441,-0.000977,0.991699,0.182927,0.304878,0.243902,-99.449997,-49.950001,204.149994
1691596839,2023-08-09 16:00:39,2023-08-09 17:00:39,00:25,-0.012695,0.029785,0.987305,0.182927,0.0,0.182927,-100.050003,-51.0,205.5
1691596840,2023-08-09 16:00:40,2023-08-09 17:00:40,00:25,-0.001953,0.008301,1.006836,-0.060976,0.060976,0.0,-100.349998,-49.799999,204.75
1691596840,2023-08-09 16:00:40,2023-08-09 17:00:40,00:26,-0.016602,0.019043,0.998047,0.0,-0.182927,0.060976,-100.650002,-50.400002,204.449997
1691596840,2023-08-09 16:00:40,2023-08-09 17:00:40,00:26,0.013672,0.000977,1.004395,-0.426829,-0.121951,0.060976,-100.050003,-49.799999,203.25
1691596841,2023-08-09 16:00:41,2023-08-09 17:00:41,00:26,0.004883,0.004883,0.996094,-0.121951,0.0,-0.121951,-100.199997,-51.450001,203.399994
1691596841,2023-08-09 16:00:41,2023-08-09 17:00:41,00:27,0.003418,0.005371,1.005371,-0.060976,-0.487805,0.0,-99.449997,-50.400002,204.149994
1691596841,2023-08-09 16:00:41,2023-08-09 17:00:41,00:27,0.00293,-0.002441,0.999023,-0.365854,-0.304878,0.0,-100.800003,-48.900002,205.050003
1691596842,2023-08-09 16:00:42,2023-08-09 17:00:42,00:27,-0.009766,0.0,1.001953,0.304878,-0.365854,-0.060976,-99.300003,-52.049999,205.050003
1691596842,2023-08-09 16:00:42,2023-08-09 17:00:42,00:28,0.003418,0.004395,1.005371,-0.182927,0.060976,0.0,-101.550003,-50.099998,204.75
1691596842,2023-08-09 16:00:42,2023-08-09 17:00:42,00:28,-0.004883,0.003906,1.0,-0.304878,-0.182927,0.121951,-99.300003,-50.549999,204.75
1691596842,2023-08-09 16:00:42,2023-08-09 17:00:42,00:28,0.005371,0.000977,0.999512,-0.304878,-0.243902,0.243902,-99.449997,-51.150002,204.449997
1691596843,2023-08-09 16:00:43,2023-08-09 17:00:43,00:29,-0.00293,0.024902,0.998535,0.304878,-0.121951,0.121951,-99.599998,-50.549999,204.300003
1691596843,2023-08-09 16:00:43,2023-08-09 17:00:43,00:29,0.003418,0.01709,1.007324,-0.121951,-0.365854,0.060976,-99.599998,-48.900002,203.25
1691596843,2023-08-09 16:00:43,2023-08-09 17:00:43,00:29,0.006836,0.009277,1.003906,0.121951,-0.182927,0.121951,-99.449997,-50.400002,204.149994
1691596844,2023-08-09 16:00:44,2023-08-09 17:00:44,00:29,0.006836,0.009766,1.00293,-0.121951,-0.060976,0.121951,-98.550003,-50.549999,204.75
1691596844,2023-08-09 16:00:44,2023-08-09 17:00:44,00:30,0.001953,0.005371,1.015137,0.365854,0.060976,-0.121951,-99.900002,-49.5,203.699997
1691596844,2023-08-09 16:00:44,2023-08-09 17:00:44,00:30,0.000977,-0.010742,1.007812,0.060976,0.243902,-0.060976,-101.400002,-49.950001,204.899994
1691596845,2023-08-09 16:00:45,2023-08-09 17:00:45,00:30,0.004883,-0.020508,1.009766,-0.304878,-0.365854,0.121951,-100.199997,-49.950001,203.399994
1691596845,2023-08-09 16:00:45,2023-08-09 17:00:45,00:31,0.00293,-0.006836,0.998535,-0.548781,-0.243902,0.060976,-100.650002,-51.150002,204.899994
1691596845,2023-08-09 16:00:45,2023-08-09 17:00:45,00:31,-0.002441,0.008789,1.002441,-0.060976,-0.365854,0.121951,-100.050003,-50.549999,205.050003
1691596845,2023-08-09 16:00:45,2023-08-09 17:00:45,00:31,0.005371,0.001953,1.011719,-0.365854,0.0,0.243902,-100.800003,-51.299999,203.550003
1691596846,2023-08-09 16:00:46,2023-08-09 17:00:46,00:32,0.005859,0.00293,0.995117,0.304878,-0.121951,-0.121951,-98.550003,-49.799999,203.25
1691596846,2023-08-09 16:00:46,2023-08-09 17:00:46,00:32,-0.000977,0.013672,0.995117,0.304878,-0.182927,-0.060976,-100.949997,-51.450001,205.199997
1691596846,2023-08-09 16:00:46,2023-08-09 17:00:46,00:32,0.010254,-0.002441,1.004395,-0.243902,-0.121951,0.243902,-100.949997,-49.950001,204.149994
1691596847,2023-08-09 16:00:47,2023-08-09 17:00:47,00:33,-0.002441,0.005371,0.995605,0.121951,0.0,0.0,-99.449997,-49.5,204.899994
1691596847,2023-08-09 16:00:47,2023-08-09 17:00:47,00:33,-0.003418,-0.001953,1.00293,0.304878,-0.060976,0.304878,-99.0,-48.75,203.699997
1691596847,2023-08-09 16:00:47,2023-08-09 17:00:47,00:33,0.006348,0.006348,1.000977,0.060976,0.0,0.121951,-99.599998,-51.75,204.75
1691596848,2023-08-09 16:00:48,2023-08-09 17:00:48,00:33,-0.006348,-0.004395,1.00293,-0.365854,-0.182927,0.182927,-99.0,-50.400002,204.449997
1691596848,2023-08-09 16:00:48,2023-08-09 17:00:48,00:34,0.003906,0.008301,1.005371,-0.182927,-0.365854,0.060976,-100.949997,-49.950001,203.699997
1691596848,2023-08-09 16:00:48,2023-08-09 17:00:48,00:34,0.0,0.003906,0.998535,-0.060976,0.060976,0.182927,-100.349998,-51.0,205.050003
1691596849,2023-08-09 16:00:49,2023-08-09 17:00:49,00:34,-0.005859,0.014648,0.998535,0.243902,0.060976,-0.060976,-99.300003,-49.799999,203.25
1691596849,2023-08-09 16:00:49,2023-08-09 17:00:49,00:35,0.01709,0.004883,1.001953,-0.243902,-0.121951,0.182927,-99.0,-50.400002,205.949997
1691596849,2023-08-09 16:00:49,2023-08-09 17:00:49,00:35,-0.001465,0.004395,0.994629,0.060976,-0.121951,-0.121951,-98.550003,-51.0,204.300003
1691596849,2023-08-09 16:00:49,2023-08-09 17:00:49,00:35,0.00293,0.008789,1.006348,-0.182927,-0.243902,0.182927,-100.199997,-49.5,205.199997
1691596850,2023-08-09 16:00:50,2023-08-09 17:00:50,00:36,0.011719,0.011719,1.001465,-0.243902,-0.060976,-0.304878,-99.449997,-50.700001,204.149994
1691596850,2023-08-09 16:00:50,2023-08-09 17:00:50,00:36,0.002441,0.000488,1.002441,0.182927,0.0,-0.060976,-99.449997,-49.950001,204.899994
